義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
,蟲豸,昆蟲的通稱。,,昆蟲,蟲類的總稱。
,蹔,踹、跺，用力踢或踏。,,𨂾,用腳使勁踹、用力踢。
,軁,穿、鑽。,,軁,貫穿、鑽過去。
,軁,貫穿、鑽過去。,,軁,穿、鑽。
,轉,改變方向。,,斡,轉彎、改變方向。
,轉大人,指青春期男女身體各部位發育成熟，由小孩變成大人。,,轉骨,人在青春期發育成長，由孩童轉變為大人，性徵出現，具有生殖能力。
,轉大人,指青春期男女身體各部位發育成熟，由小孩變成大人。,,轉成,發育。指青春期的兒童身體各部位發育成熟，逐漸長大為成人。
,轉大人,指青春期男女身體各部位發育成熟，由小孩變成大人。,,拔骨,發育、成長。指人在發育期間明顯長高。
,轉世,原先的生命結束，再投胎成另一個新的生命體，此為輪迴之說。,,投胎,靈魂投入母胎，轉生人間。
,轉去,回去。,,倒去,回去。
,轉去,回去。,,倒轉,返回、回去。
,轉去,回去。,,倒轉去,回去、返家。
,轉去,回去。,,轉來去,回家。
,豐年,指農作物豐收的年頭。,,好年冬,豐年。指農作物豐收的年頭。
,豐沛,菜餚豐盛。,,腥臊,指菜色豐盛。
,豐沛,菜餚豐盛。,,好料的,美食，常指好吃的或難得的食物。
,轉骨,人在青春期發育成長，由孩童轉變為大人，性徵出現，具有生殖能力。,,轉大人,指青春期男女身體各部位發育成熟，由小孩變成大人。
,轉骨,人在青春期發育成長，由孩童轉變為大人，性徵出現，具有生殖能力。,,轉成,發育。指青春期的兒童身體各部位發育成熟，逐漸長大為成人。
,轉骨,人在青春期發育成長，由孩童轉變為大人，性徵出現，具有生殖能力。,,拔骨,發育、成長。指人在發育期間明顯長高。
,轉喙,改稱、改口。改變原來的稱呼。,,換喙,改口、改稱，關係改變的時候改換稱呼。
,謹慎,對自己的言行或外界事務格外小心仔細，以避免有不利或不幸的事情發生。,,小心,注意、留意。
,謹慎,對自己的言行或外界事務格外小心仔細，以避免有不利或不幸的事情發生。,,注意,小心、留意。
,謹慎,對自己的言行或外界事務格外小心仔細，以避免有不利或不幸的事情發生。,,細膩,做事小心謹慎。
,轉踅,轉身、轉圜。,,越,轉、回頭、掉頭。
,轉踅,轉身、轉圜。,,翻身,迴旋、轉身。
,轉踅,周轉。資金的運轉。,,轉錢空,周轉財務，設法籌措金錢。
,蹧躂,輕侮對待。,,凌勒,凌虐。用惡劣的言語、行為虐待別人。
,蹧躂,輕侮對待。,,草踏,侮辱。通常用於糟蹋、凌辱女性。
,轉彎,專指轉角的地方。,,斡角,轉角、轉彎的地方。
,軁鑽,鑽營、善於變通。,,尖鑽,鑽營。指巴結有權勢的人以達目的。
,軁鑽,鑽營、善於變通。,,鼻趖,只要有好處，就到處鑽營的樣子。
,雞,常見家禽的一種。品種多，嘴短，頭部有紅色肉冠，雄雞的肉冠較大，且在清晨破曉時刻會啼叫報時，蛋、肉皆日常食材，飛行能力差。十二生肖排序第十的生肖。,,雞仔,雞。常見家禽的一種。頭上有紅色肉冠，雄雞較雌雞大，翅短，飛行能力不佳。
,雞公,公雞。,,雞鵤,未成熟的公雞。常見家禽的一種，雄性未成熟的雞。
,雞公,公雞。,,𪁎雞,公雞、種雞。發春期的公雞。
,雞仔,雞。常見家禽的一種。頭上有紅色肉冠，雄雞較雌雞大，翅短，飛行能力不佳。,,雞,常見家禽的一種。品種多，嘴短，頭部有紅色肉冠，雄雞的肉冠較大，且在清晨破曉時刻會啼叫報時，蛋、肉皆日常食材，飛行能力差。十二生肖排序第十的生肖。
,醫生,醫師、大夫。經政府相關單位核可，發給證照，可以替人治病的人。,,先生,醫生。
,醫生館,醫院、診所。,,病院,醫院。源自日語「病院（びょういん）」。
,醫生館,醫院、診所。,,診所,醫生私人開設醫治病人的小型醫院。
,鎮地,占地方。,,鎮位,占用位置，使人感到受阻礙。
,鎮地,占地方。,,鎮路,擋住去路，妨礙往來。
,鎮位,占用位置，使人感到受阻礙。,,鎮地,占地方。
,雞卷,用豆腐皮裹肉餡後油炸的一種食物。也叫「肉繭」(bah-kián)，又叫「五香捲」，南部的人叫「肉繭仔」(bah-kián-á)。用「網紗油」做的叫做「網紗糋」。,,肉繭仔,用網紗油裹肉餡後油炸的一種肉卷。「肉繭仔」為南部人的稱呼。
,醫治,診斷治療疾病。,,治病,醫治、醫療。治療疾病，使恢復健康。
,醫治,診斷治療疾病。,,治療,醫治疾病。
,雞屎運,嘲諷或自嘲意外得到的好處。,,好狗運,嘲諷或自嘲意外得到的好運。
,雙面刀鬼, 雙面人。比喻人陰險狡猾，善耍兩面手法。,,半奸忠,牆頭草、騎牆派。只問對自己有利，不問是非公義的機會主義者。
,雜差仔工,非正式、不固定的打雜工作。,,小使仔,小弟、跑腿的、供人差遣的僕役。
,醬料,醃製食物的總稱。,,醬菜,泛指醃漬而成的各種菜蔬。
,醬料,醃製食物的總稱。,,醬鹹,醃漬食物的通稱。
,雞桃仔,中等大小的雞。,,雞豚仔,亞成雞。接近成熟期的雞。
,雞酒,麻油雞。以薑及大量的麻油、米酒燉雞，是一道常見食補，產婦坐月子時必備的藥膳。,,麻油酒,麻油雞。以薑及大量的麻油、米酒燉雞，是一道常見食補，產婦坐月子時必備的藥膳。
,離婚,離異。夫妻依照法定手續解除婚姻關係。,,離緣,離婚。夫婦依照法定手續解除婚姻關係。
,雜插,好管閒事、喜歡過問別人的事。,,沓滴,插手、管閒事。
,雞筅,雞帚。竹的圓形小掃帚，專門用來清理雞舍裡的雞屎。,,雞箠,趕雞的工具。用竹子做成，底下紮緊，上面剖成細絲狀，趕雞時打在地上會發出「Phia̍k！Phia̍k！」的聲音。
,醬菜,泛指醃漬而成的各種菜蔬。,,醬料,醃製食物的總稱。
,醬菜,泛指醃漬而成的各種菜蔬。,,醬鹹,醃漬食物的通稱。
,鎮煞,鎮邪。用法術或符咒鎮壓邪魔鬼怪。,,辟邪,驅除邪惡。
,鎮煞,鎮邪。用法術或符咒鎮壓邪魔鬼怪。,,辟邪,能夠辟邪除魔的。
,鎮煞,鎮邪。用法術或符咒鎮壓邪魔鬼怪。,,制煞,鎮煞、鎮邪。
,雞腹內,雞內臟、雞雜。,,下水,內臟。雞、鴨等禽類動物的內臟。
,鎮路,擋住去路，妨礙往來。,,鎮地,占地方。
,雜種仔,混血兒。含有蔑視的意味。委婉說法為「半仿仔」(puànn-hóng-á)。,,雜種仔囝,混血兒。
,雜種仔,混血兒。含有蔑視的意味。委婉說法為「半仿仔」(puànn-hóng-á)。,,半仿仔,不同種族的男女所生育的孩子。
,雜種仔囝,混血兒。,,雜種仔,混血兒。含有蔑視的意味。委婉說法為「半仿仔」(puànn-hóng-á)。
,雜種仔囝,混血兒。,,半仿仔,不同種族的男女所生育的孩子。
,雞箠,趕雞的工具。用竹子做成，底下紮緊，上面剖成細絲狀，趕雞時打在地上會發出「Phia̍k！Phia̍k！」的聲音。,,雞筅,雞帚。竹的圓形小掃帚，專門用來清理雞舍裡的雞屎。
,離緣,離婚。夫婦依照法定手續解除婚姻關係。,,離婚,離異。夫妻依照法定手續解除婚姻關係。
,離離落落,零零落落。形容凌亂散落而沒有條理。,,東倒西歪,形容亂七八糟的樣子。
,雞鵤,未成熟的公雞。常見家禽的一種，雄性未成熟的雞。,,雞公,公雞。
,雞鵤,未成熟的公雞。常見家禽的一種，雄性未成熟的雞。,,𪁎雞,公雞、種雞。發春期的公雞。
,離譜,不合道理。,,離經,離譜、荒謬。
,醬鹹,醃漬食物的通稱。,,醬料,醃製食物的總稱。
,醬鹹,醃漬食物的通稱。,,醬菜,泛指醃漬而成的各種菜蔬。
,鬃,人或動物的毛髮。,,毛,動植物表皮上所生出的毛髮。
,颺風,被風吹。,,吹風,被風吹拂。
,題緣,募款、捐獻金錢。,,募捐,廣求各界捐款。
,額頭,眉毛上方，頭髮下方的部分。,,頭殼額仔,額頭。眉毛上方，頭髮下方的部分。
,額頭,眉毛上方，頭髮下方的部分。,,頭額,額頭。眉毛上方，頭髮下方的部分。
,額頭,眉毛上方，頭髮下方的部分。,,天平,額頭、天庭。
,鯉魚,魚類。嘴的外觀呈鈍圓形，有長短觸鬚各一對。脊鰭長、尾鰭分叉。以水草及魚蝦貝類為食物。現在大多以人工飼養為主，主要做為食用魚。,,𩸙,鯉魚。魚類。嘴的外觀呈鈍圓形，有長短觸鬚各一對。脊鰭長、尾鰭分叉。以水草及魚蝦貝類為食物。現在大多以人工飼養為主，主要做為食用魚。
,鯉魚,魚類。嘴的外觀呈鈍圓形，有長短觸鬚各一對。脊鰭長、尾鰭分叉。以水草及魚蝦貝類為食物。現在大多以人工飼養為主，主要做為食用魚。,,𩸙仔,鯉魚。魚類。嘴的外觀呈鈍圓形，有長短觸鬚各一對。脊鰭長、尾鰭分叉。以水草及魚蝦貝類為食物。現在大多以人工飼養為主，主要做為食用魚。
,嚨喉蒂仔,小舌、懸壅垂。位於口內上顎，軟口蓋後端的小肌肉，呈圓錘形狀。,,喉鐘,小舌、懸雍垂。口腔內軟顎中央的一個圓錘形物體。
,懶,疲倦不振作的樣子。,,疲勞,困倦勞累。
,攏,都、皆、全部。,,全,所有、整個。
,攏,都、皆、全部。,,皆,全、都。
,攏,都、皆、全部。,,總,全部、都。
,櫥,櫃子。,,菜櫥,置放飯菜或是碗盤的櫥櫃。
,櫥,櫃子。,,櫥仔,貯藏東西用的櫃子。
,櫥仔,貯藏東西用的櫃子。,,菜櫥,置放飯菜或是碗盤的櫥櫃。
,櫥仔,貯藏東西用的櫃子。,,櫥,櫃子。
,曠床,通舖。整個連在一起的舖位。,,總鋪,通鋪。可以同時睡很多人的大木板床或日式榻榻米。
,懷胎,懷孕。,,有身,懷孕。
,懷疑,心中存有疑惑。,,可疑,令人懷疑。
,懷疑,心中存有疑惑。,,猜疑,懷疑、可疑。
,懷疑,心中存有疑惑。,,憢疑,猜疑。對人或事猜忌疑慮。
,攏總,全部、總共。,,總共,總計、全部。
,攏權,掌權。握有最大的權力，可做主行事。,,專權,專橫、專斷。
,攏權,掌權。握有最大的權力，可做主行事。,,掌權,掌握大權。
,攏權,掌權。握有最大的權力，可做主行事。,,搦權,掌權。
,穩,不動搖、不變化。,,在,穩。指東西穩固或人穩重。
,穩,一定。,,包,保證。
,簸,篩、搖動或抖動來去除雜質。,,篩,用篩子過濾東西。
,簿,用來記事的冊子。,,簿仔,簿子。記錄事物的本子。
,簿,用來記事的冊子。,,簿仔紙,筆記本、簿子。
,繩,瞄準、定睛細看。,,金金相,仔細端詳、盯著看。
,繳,交納錢財。,,納,繳交。
,羹,芶芡而成的濃稠湯汁。,,芡滷,一種烹調方法。把肉下鍋，放進佐料爆香，再加入醬油、香料等調味，然後勾芡成濃汁，可以淋在麵等食物上，增添口感和風味。
,簿仔,簿子。記錄事物的本子。,,簿,用來記事的冊子。
,簿仔,簿子。記錄事物的本子。,,簿仔紙,筆記本、簿子。
,簿仔紙,筆記本、簿子。,,簿,用來記事的冊子。
,簿仔紙,筆記本、簿子。,,簿仔,簿子。記錄事物的本子。
,簽名,簽署自己的名字。,,簽字,在文書上簽署自己的名字，以作為憑證。
,簽名,簽署自己的名字。,,落名,署名、簽名。在文書或文件上簽自己的名字。
,簽名,簽署自己的名字。,,押名,簽名。簽上自己的名字，表示同意、認可或承擔責任。
,簽字,在文書上簽署自己的名字，以作為憑證。,,簽名,簽署自己的名字。
,簽字,在文書上簽署自己的名字，以作為憑證。,,落名,署名、簽名。在文書或文件上簽自己的名字。
,簽字,在文書上簽署自己的名字，以作為憑證。,,押名,簽名。簽上自己的名字，表示同意、認可或承擔責任。
,簽約,雙方訂定合約，並在合約上簽名蓋章，以表示同意。,,合約,經雙方同意所簽定的契約。
,穩當,一定、確實。,,包穩,一定。表示有絕對的把握可以完成事情。
,穩當,一定、確實。,,定著,一定。
,穩當,一定、確實。,,絕對,一定。
,穩當,一定、確實。,,定規,必定、必然、肯定。
,穩當,安穩、妥當。,,妥當,穩當、適當。
,穩當,安穩、妥當。,,穩觸觸,篤定、可靠。
,穩當,安穩、妥當。,,定當,穩當。
,羅漢跤仔,無家可歸的流浪漢。,,十一哥,單身漢。
,簸箕甲,雨傘節。爬蟲類動物。體色黑白相間，極為分明，頭部為橢圓形，背鱗為十五縱列，是臺灣所產陸生毒蛇中毒性最強者之一。,,雨傘節,爬蟲類動物。體色黑白相間，極為分明，頭部為橢圓形，背鱗為十五縱列，是臺灣所產陸生毒蛇中毒性最強者之一。
,穩觸觸,篤定、可靠。,,妥當,穩當、適當。
,穩觸觸,篤定、可靠。,,穩當,安穩、妥當。
,穩觸觸,篤定、可靠。,,定當,可靠。
,藥,用來治病的物質。,,藥仔,藥的通稱。
,蟶,貝類。外殼窄長呈剃刀狀，斧足大而活躍，能在洞穴中迅速上下移動，生長於潮間帶的泥沙中。肉質與牡蠣相似，味美可食。,,竹蟶,貝類。蟶的一種。外型細長有如竹筒，所以稱為竹蟶。
,藥方,處方。醫師針對病症所開具的藥單。,,藥單,處方箋。醫生診斷完畢後，開給病患的藥單子。
,藥片,片狀的藥物。,,藥餅,藥錠、藥片。泛指扁狀錠劑的藥物。
,藥仔,藥的通稱。,,藥,用來治病的物質。
,藥單,處方箋。醫生診斷完畢後，開給病患的藥單子。,,藥方,處方。醫師針對病症所開具的藥單。
,藥鈷仔,藥壺。熬藥用的藥罐子。通常用來熬中藥。,,急燒仔,以瓷做成的藥壺。
,識,精明、聰慧。,,巧,聰明的樣子。
,識,精明、聰慧。,,精光,精明。頭腦聰明，做事仔細。
,識,精明、聰慧。,,聰明,聰敏、聰穎。形容人智力發達，記憶與理解力強。
,邊,旁邊。,,邊仔,旁邊、近側。
,邊,旁邊。,,邊頭,旁邊、邊頭。
,證人,法律上指陳述經歷、事實為當事人作證的人。,,干證,證人。
,邊仔,旁邊、近側。,,邊,旁邊。
,邊仔,旁邊、近側。,,邊頭,旁邊、邊頭。
,贊同,贊成、同意。,,同意,贊成、認可。
,贊同,贊成、同意。,,贊成,同意。
,贊成,同意。,,支持,協助、贊同。
,贊成,同意。,,同意,贊成、認可。
,贊成,同意。,,答應,允許、承諾。
,贊成,同意。,,贊同,贊成、同意。
,轎車,供人乘坐的小型自用汽車。,,烏頭仔車,高級黑色轎車。
,辭典,一種工具書。依據詞彙體系及一定的編輯體例，蒐集詞彙，並加以解釋，以備查索、參考。,,字典,一種記載如何使用某種特定文字的工具書。以字為單位，按照一定的體例編目和排版，並對文字的形、音、義、用法及來源等等加以解釋。
,證明,以證據表明事實。,,干證,證明。
,證據,證明事實的憑據。,,干證,證據。
,辭頭路,辭職或解雇。,,失業,失去工作或找不到工作。
,辭頭路,辭職或解雇。,,食家己,失業。指失去工作，回家吃老本。
,辭頭路,辭職或解雇。,,辭職,自請辭去所擔任的職務。
,贊聲,敲邊鼓、聲援。,,贊喙,敲邊鼓、聲援。
,辭職,自請辭去所擔任的職務。,,失業,失去工作或找不到工作。
,辭職,自請辭去所擔任的職務。,,食家己,失業。指失去工作，回家吃老本。
,辭職,自請辭去所擔任的職務。,,辭頭路,辭職或解雇。
,鏨,用來雕琢、鑿刻的工具。,,鏨仔,鏨子。一種用來鏨切或雕刻的工具。
,鏨,雕刻石頭或金屬。,,刻,雕刻、鏤刻。
,鏨,砍、剁。用刀子大力剁東西。,,刐,用刀砍斷。
,鏨,砍、剁。用刀子大力剁東西。,,剁,用刀斬、切。
,霧,空氣中接近地面的水蒸氣，遇冷凝聚成小水滴或水晶，瀰漫於低空中的自然現象。,,雺,大霧、霧氣。
,霧,水往上冒出來，常用在煮湯或燒開水沸騰時，鍋中湯水溢出鍋外。,,浡,液體冒出來、湧出來、溢出來。
,鏨仔,鏨子。一種用來鏨切或雕刻的工具。,,石鏨,用來鑿刻岩石的工具。
,鏨仔,鏨子。一種用來鏨切或雕刻的工具。,,鏨,用來雕琢、鑿刻的工具。
,關係,人事物間的關連情形。,,交插,事物間的連帶關係。
,關係,人事物間的關連情形。,,相干,彼此之間有關係。
,關係,對相關事物的影響、牽涉。,,交插,事物間的連帶關係。
,關係,對相關事物的影響、牽涉。,,交葛,關係。
,霧嗄嗄,矇矓模糊的樣子。比喻一頭霧水，事物理不出頭緒，混亂而無條理。,,花嗄嗄,混亂不清。比喻頭腦裡朦朧一片，無法明白。
,關節,骨頭與骨頭相接連，可以活動的部分。,,骨目,關節，骨頭與骨頭相接之處。
,顛倒,反而。,,去倒,反倒、反而。
,顛倒,形容一個人說話或做事顛三倒四。,,見天,迷糊、漫不經心。
,騙鬼,欺騙、唬人。戲稱只能騙騙鬼卻騙不了人。,,騙痟的,騙人。比喻說瞎話、胡說八道。
,願望,心願與希望。,,心願,願望、希望。心中立意要做的事、心裡的願望。
,願望,心願與希望。,,向望,盼望、希望。
,願望,心願與希望。,,希望,期望、寄望。
,齁,形容睡覺打鼾的聲音。,,鼾,打呼。原是打呼的擬聲，但在使用上常常直接指打呼。
,勸和,勸人和好。,,勸解,排解、勸和。
,寶惜,珍惜、愛惜。,,珍惜,珍重愛惜。
,寶惜,珍惜、愛惜。,,惜略,惜物，珍惜東西。
,寶貴,珍貴、極有價值。,,金,珍貴的。
,寶貴,珍貴、極有價值。,,貴重,寶貴、珍貴。
,寶貴,珍貴、極有價值。,,無價,無價、珍貴、價值連城。
,勸解,排解、勸和。,,勸和,勸人和好。
,孽譎仔話,戲謔嘲諷的話。,,激五仁,製造笑料、裝出詼諧的樣子。
,孽譎仔話,戲謔嘲諷的話。,,激骨話,故意說與人不同的話。
,孽譎仔話,戲謔嘲諷的話。,,話仁,俏皮話、滑稽話。
,櫳,稀疏的。,,冗,鬆、寬。形容東西、事物不緊或寬鬆的樣子。
,櫳,稀疏的。,,疏,不密集。
,懸山,高山。,,山嶺,山脈。連綿的高山。
,櫳仔,監獄。古代解送或囚禁犯人的木籠，現在引申為監獄。,,監牢,監獄。
,櫳仔,監獄。古代解送或囚禁犯人的木籠，現在引申為監獄。,,監獄,監牢、牢獄。囚禁罪犯的牢獄。
,櫳仔,監獄。古代解送或囚禁犯人的木籠，現在引申為監獄。,,櫳仔內,監獄。古代解送或囚禁犯人的木籠，現在引申為監獄。
,櫳仔內,監獄。古代解送或囚禁犯人的木籠，現在引申為監獄。,,監牢,監獄。
,櫳仔內,監獄。古代解送或囚禁犯人的木籠，現在引申為監獄。,,監獄,監牢、牢獄。囚禁罪犯的牢獄。
,櫳仔內,監獄。古代解送或囚禁犯人的木籠，現在引申為監獄。,,櫳仔,監獄。古代解送或囚禁犯人的木籠，現在引申為監獄。
,櫳仔內,監獄。古代解送或囚禁犯人的木籠，現在引申為監獄。,,內籬仔,監獄。非正式說法。
,瀾垂,指掛在胸前，用來防止口水滴落的圍巾。,,頷垂,圍兜。小孩子穿掛在胸前，用來承接口水，防止衣服弄髒的衣物。
,籃,籃子。,,籃仔,籃子。以籐、竹、塑料等編成有提手的盛物器具。
,籃仔,籃子。以籐、竹、塑料等編成有提手的盛物器具。,,籃,籃子。
,競爭,為了自己方面的利益或目的，而與人爭勝。,,相爭,互相爭奪。
,蘆黍,高粱。草本植物，性耐炎熱乾旱，金門、澎湖種植很多。最重要的用途為提供釀製高梁酒。,,番黍,稷。禾本植物。是一種不帶黏性的米類作物。
,蘆藤,魚藤。植物名。常綠蔓生植物，根部含有能毒殺魚類和昆蟲的魚藤酮，可用來製造殺蟲劑。,,魚藤,蔓生植物。原產於南洋馬來一帶。嫩枝、葉柄有褐色茸毛，葉柄長，為奇數羽狀複葉。根部含有能毒殺魚類和昆蟲的魚藤酮，可用來製造殺蟲劑。
,繼續,連續而不間斷。,,紲,接、續。
,蠓,蚊子。昆蟲名。形體細長，胸部有一對翅膀和三對細長的腳。雄蚊主食花蜜和植物汁液，雌蚊吸人畜的血後產卵。卵產於水面，孵化為水生幼蟲孑孓。,,蠓仔,蚊子。昆蟲名。形體細長，胸部有一對翅膀和三對細長的腳。雄蚊主食花蜜和植物汁液，雌蚊吸人畜的血後產卵。卵產於水面，孵化為水生幼蟲孑孓。
,蠓仔,蚊子。昆蟲名。形體細長，胸部有一對翅膀和三對細長的腳。雄蚊主食花蜜和植物汁液，雌蚊吸人畜的血後產卵。卵產於水面，孵化為水生幼蟲孑孓。,,蠓,蚊子。昆蟲名。形體細長，胸部有一對翅膀和三對細長的腳。雄蚊主食花蜜和植物汁液，雌蚊吸人畜的血後產卵。卵產於水面，孵化為水生幼蟲孑孓。
,蠓仔香,蚊香。一種燃燒後可以用煙熏驅趕蚊子的線香。,,蠓仔薰,蚊香。
,觸犯,干犯、冒犯。,,沖犯,冒犯、觸犯。
,觸犯,干犯、冒犯。,,觸,冒犯、觸犯。
,觸犯,干犯、冒犯。,,觸,遇到凶兆、遭遇厄運及災難。
,譬相,尖酸的諷刺、奚落。,,供體,以譬喻或含沙射影的方式罵人。
,譬相,尖酸的諷刺、奚落。,,體剔,責備、責罵。
,贏面,上風、勝算、優勢。指處於有利的形勢或環境。,,卜面,指望；勝算。
,覺悟,覺醒明白。,,醒悟,覺醒明白。
,覺悟,覺醒明白。,,覺醒,覺悟、醒悟。
,譬喻,比方、比如。利用兩件事物的相似點，用彼方來說明此方，通常是以易知說明難知，以具體說明抽象。,,比喻,譬喻、比方。藉用事物的相同點，說明解釋。
,譬喻,比方、比如。利用兩件事物的相似點，用彼方來說明此方，通常是以易知說明難知，以具體說明抽象。,,比論,打比方、比如。
,譬喻,比方、比如。利用兩件事物的相似點，用彼方來說明此方，通常是以易知說明難知，以具體說明抽象。,,譬論,比方、例如。描寫事物或說明道理時，利用兩件事物的相似點，用彼方來說明此方。
,警察,依法維持公共秩序，保護社會安寧的治安人員。,,巡查,日治時期巡邏地方的警察。
,警察,依法維持公共秩序，保護社會安寧的治安人員。,,管區的,在負責的管區內，執行例行巡邏勤務的警察。
,警察局,警察機構，掌理警察、警衛、民防及動員等事項，以維持地方的公共安寧。,,派出所,警察分局於轄內重要地區或勤務區中，設置的基層勤務執行機構，管理戶口與基層治安工作。
,譬論講,比方說。譬如、舉例來說。,,譬論,比方、例如。描寫事物或說明道理時，利用兩件事物的相似點，用彼方來說明此方。
,譬論講,假設。,,譬論,比方、例如。描寫事物或說明道理時，利用兩件事物的相似點，用彼方來說明此方。
,覺醒,覺悟、醒悟。,,醒悟,覺醒明白。
,覺醒,覺悟、醒悟。,,覺悟,覺醒明白。
,鰓,魚的呼吸器官，位於頭部兩側，可吸收水中的氧氣。,,魚鰓,鰓。魚類的呼吸器官，位於頭部兩側。
,饒赦,饒恕、原諒、寬恕。,,原諒,寬恕諒解。
,鹹,吝嗇，小氣。,,㾀屎,器量狹小，用度過分節儉。吝嗇，不大方。
,麵,由麥子研磨成粉之後再加工而成的長條狀食品。,,大麵,麵條。
,麵包,在麵粉中加入水、酵母等調勻，揉成麵團，等待發酵後烘烤而成的食品。,,麭,麵包。借自日語外來語「パン」，來源為葡萄牙語páo。
,麵猴,麵疙瘩。,,麵粉粿仔,麵疙瘩。一種麵食，將一小塊一小塊的麵團放入滾水中煮熟，再加入配料就可食用。
,麵線,麵粉製成的線狀食品。代表長壽、吉祥，常在慶祝生日及去除霉運時食用。,,幼麵,麵線的又稱。
,麵線糊,把麵線煮熟，加入小肉塊、蛋和蝦米，勾芡成黏糊狀，用湯匙舀著吃。為鹿港著名小吃。,,蚵仔麵線,一種地方小吃，將蒸過的土黃色麵線煮成糊狀，加入裹粉略微煮過的青蚵，有時也加入大腸，是十分具有臺灣特色的美味小吃。
,鹹篤篤,形容味道很鹹。,,死鹹,過鹹。因為調味不當，以至於食物只有死板的鹹味，吃不出食材的鮮美風味。
,齣頭,把戲、花樣。,,空頭,花樣、名堂。不存善意的念頭或手段。
,麵龜,一種用麵粉作成的食品。外皮染紅，且做成像龜的形狀，一般多用來祝壽。,,壽龜,一種用麵粉作成的食品。外皮染紅，且做成像龜的形狀，一般多用來祝壽。
,灇,沖、淋。,,沖水,潑灑大量的水或用水刷洗。
,癩𰣻,骯髒。,,垃圾,骯髒。汙穢，不乾淨。
,癩𰣻,骯髒。,,驚人,骯髒不堪的婉轉說法。
,攝屎,小氣、吝嗇。,,凍霜,形容一個人吝嗇、小氣，過分節省。
,攝屎,小氣、吝嗇。,,㾀屎,器量狹小，用度過分節儉。吝嗇，不大方。
,囂俳,囂張。形容人的行為舉止放肆傲慢。,,風神,炫耀、愛現。形容說話誇張，喜歡炫耀。
,囂俳,囂張。形容人的行為舉止放肆傲慢。,,臭屁,形容人喜歡誇大炫耀，自以為是的樣子。
,囂俳,囂張。形容人的行為舉止放肆傲慢。,,臭煬,神氣、臭屁。常用於對他人的貶詞。
,囂俳,囂張。形容人的行為舉止放肆傲慢。,,聳鬚,引申為囂張、逞威風。
,爛塗,爛泥巴。,,湳塗,爛泥、泥濘的土。
,爛塗糜,爛泥漿。淤積混濁的泥漿。,,漉糊糜,爛泥。稀爛的軟泥。又稱為「漉糊仔糜」。
,灌腸,香腸。將碎豬肉和配料灌入洗淨的豬腸中所製成的一種食品。,,煙腸,香腸。用碎肉、香料等填入豬腸製成的食品。
,爛糊糊,形容非常稀爛。,,爛朽朽,破破爛爛。
,攑頭,舉頭、抬頭。,,見天,抬頭向天看。
,襪,襪子。套在腳上，用以保暖或裝飾的東西。,,襪仔,襪子。穿在腳上，用來保護或保暖的東西，通常是用棉、毛、絲織品或合成纖維等所製成。
,襪仔,襪子。穿在腳上，用來保護或保暖的東西，通常是用棉、毛、絲織品或合成纖維等所製成。,,襪,襪子。套在腳上，用以保暖或裝飾的東西。
,蠟條,條形的蠟燭。,,蠟燭,用蠟或油脂製成的燭，多用於照明、喜慶或祭祀典禮。
,纏跤絆手,礙手礙腳。妨害別人做事，使人感到不便。,,經跤經手,指做起事來纏手纏腳的。
,纏跤絆手,礙手礙腳。妨害別人做事，使人感到不便。,,縛跤縛手,常引申指使用各種方式限制、阻礙人。或是指受到掣肘，施展不開。
,纏跤絆手,礙手礙腳。妨害別人做事，使人感到不便。,,掠跤掠手,綁手綁腳。引申為使用各種方式束縛或阻礙他人。
,纏綴,人與人之間的交際往來。,,陪綴,人與人之間的交往酬酢，如婚喪、遷居等時的相互贈禮。
,蠟燭,用蠟或油脂製成的燭，多用於照明、喜慶或祭祀典禮。,,蠟條,條形的蠟燭。
,辯,爭論是非。,,諍,爭辯、爭執。
,鐵人,千斤頂。,,千斤秤,千斤頂、起重機。利用螺旋、齒輪或油壓作用，將重物作小幅度抬高的機械裝置。常用於安裝或修理機器、汽車時使用。
,護士,在醫療機構中，協助醫師並照醫師的囑咐，看護病人的人員。,,看護婦,護士。源自日語「看護婦（かんごふ）」。
,鐵枝路,鋪設鐵軌，供火車、電車通行的道路。,,火車路,鐵路。鋪設鐵軌，供火車、電車通行的道路。
,鐵釘,鐵鑄成的釘子。,,鐵釘仔,鐵釘。
,鐵馬,腳踏車。一種利用雙腳踩踏板前進的兩輪車。,,孔明車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。
,鐵馬,腳踏車。一種利用雙腳踩踏板前進的兩輪車。,,自轉車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。源自日語「自転車（じてんしゃ）」。
,鐵釘仔,鐵釘。,,鐵釘,鐵鑄成的釘子。
,鐵桶,鐵製的桶子、水桶。,,拔桶,水桶。
,鐵桶,鐵製的桶子、水桶。,,桶,圓柱形的盛物器具。
,鐵桶,鐵製的桶子、水桶。,,桶仔,桶子。圓柱形的盛物器具，用木頭、鐵皮、塑料等製成。
,譴責,責備。,,責備,批評指責。
,譴責,責備。,,罵,向別人說粗話、重話以示侮辱或責備。
,辯解,解釋事實或理由。,,掰會,提出看法、理由來說服或澄清。
,鐵槌,榔頭。鐵製的槌子。,,摃槌仔,榔頭、錘子。敲打東西的工具。
